OpenTime,Open,High,Low,Close,Volume,SMA_10,RSI,MACD,MACD_Signal
12/09/2017,4208.6,4394.59,4040.8,4163.72,879.630319,4333.121,41.15833,-18.31013,25.42948065
13/09/2017,4159.72,4165.38,3760,3944.69,913.462545,4276.682,38.18363,-47.02662,10.93826001
14/09/2017,3944,3993,3165.13,3189.02,1665.021543,4185.573,25.7672,-129.27075,-17.10354148
15/09/2017,3188.01,3856,2817,3700,1968.866492,4118.926,34.10468,-151.47192,-43.97721707
16/09/2017,3674.01,3950,3470.66,3714.95,1297.563953,4028.444,38.25016,-165.94723,-68.37122
17/09/2017,3685.23,3748.21,3499.02,3699.99,682.17121,3929.282,37.35856,-176.59054,-90.01508443
18/09/2017,3690,4123.2,3690,4035.01,1030.006455,3904.503,48.9588,-156.19165,-103.2503972
19/09/2017,4060,4089.97,3830.91,3910.04,902.332129,3869.626,42.35412,-148.39876,-112.2800705
20/09/2017,3910.04,4046.08,3820,3900,720.935076,3846.589,36.87294,-141.40299,-118.1046534
21/09/2017,3889.99,3910,3567,3609.99,1001.654084,3786.741,31.72766,-157.44523,-125.9727692
22/09/2017,3592.84,3750,3505.55,3595.87,838.966425,3729.956,36.60971,-169.34608,-134.6474313
23/09/2017,3595.88,3817.19,3542.91,3780,752.792791,3713.487,41.21504,-162.0518,-140.1283054
24/09/2017,3779.54,3789.99,3622.76,3660.02,661.63639,3760.587,41.34339,-164.06122,-144.9148886
25/09/2017,3660.02,3979.87,3653.69,3920.75,727.994713,3782.662,45.03818,-142.96694,-144.5252981
26/09/2017,3928,3976.99,3850.05,3882.35,526.727987,3799.402,45.13704,-127.87407,-141.1950522
27/09/2017,3882.36,4249.94,3872.81,4193,628.170966,3848.703,54.15984,-89.81072,-130.9181861
28/09/2017,4192.11,4300,4101,4174.5,849.785325,3862.652,71.9245,-60.44131,-116.822811
29/09/2017,4178.98,4263.86,3952.01,4174.69,1602.309565,3889.117,63.66683,-36.72714,-100.8036771
30/09/2017,4175,4380,4138.1,4378.51,720.353183,3936.968,67.23067,-1.46998,-80.93693696
01/10/2017,4378.49,4406.52,4240.04,4378.48,726.963685,4013.817,67.75603,26.16752,-59.51604607
02/10/2017,4400,4561.63,4360,4380,655.756974,4092.23,60.93755,47.64387,-38.08406227
03/10/2017,4380,4467.33,4180.8,4310,1082.323563,4145.23,63.13825,58.34308,-18.7986335
04/10/2017,4314.9,4373,4142,4208.59,868.465101,4200.087,59.56281,57.97109,-3.444689306
05/10/2017,4208.59,4355,4110,4292.43,779.138638,4237.255,74.24608,63.70709,9.985666771
06/10/2017,4318.99,4417,4292,4369,506.529176,4285.92,76.30105,73.58325,22.7051839
07/10/2017,4369,4479.5,4312.56,4423,297.5975,4308.92,73.99898,84.79012,35.12217159
08/10/2017,4425,4658,4425,4640,518.462004,4355.47,84.10619,109.91471,50.08067841
09/10/2017,4640,4889.98,4550,4786.95,646.463145,4416.696,82.73918,140.06913,68.07836797
10/10/2017,4786.95,4960,4680.59,4783.06,1043.221773,4457.151,84.95541,161.78784,86.82026271
11/10/2017,4783.06,4881.61,4710,4821.43,753.429396,4501.446,80.92393,180.02105,105.4604198
12/10/2017,4821.43,5439.99,4810.16,5430,1276.701482,4606.446,89.0839,240.8017,132.528675
13/10/2017,5439.99,5846.17,5379.84,5649.98,1879.82762,4740.444,90.39788,303.22595,166.6681291
14/10/2017,5650,5900,5580.01,5869.99,970.759046,4906.584,90.48227,366.22892,206.5802876
15/10/2017,5855.03,5922.3,5400.01,5709.99,1343.523375,5048.34,83.25267,398.65315,244.9948594
16/10/2017,5710,5788.91,5585.19,5760.02,1528.996462,5187.442,83.64885,423.50468,280.6968241
